ride_id,bike_id,user_type,start_station,end_station,start_time,end_time,duration_minutes,distance_km,status
RIDE-51264,,tourist,Downtown_Plaza,Downtown_Plaza,27/05/2026 15:35,27/05/2026 17:59,149.8,15.57 ,Unvalidated
RIDE-48667,,casual,Downtown_Plaza,City_Hall,2025/03/11 15:35,2025/03/11 13:43,-109.0,-13.56km,Unvalidated
RIDE-73127,Bike-2730,me mber, Sout h_Gardens,City_Hall,15-05-2026   15:35, 15-05-2026 18:10,148. 3, 15.03km,Unvalidated
RIDE-24290,bike-2658,robot,City_Hall,North_Market,2026/01/26 15:35,2026/01/26 15:47,-8.7,-2.85km,Unvalidated
RIDE-45738,bike-4882,member,River_Park,,31-03-2026 15:35,31-03-2026 14:20,-79.4,-9.17km,Unvalidated
RIDE-35354,bIKE-2322,robot,University,River_Park,2026-01-23 15:35,2026-01-23 15:03,25.3,14.12 ,Unvalidated
RIDE-97345,BIkE-2802,robot,University,City_Hall,08/02/2026 15:35,08/02/2026 15:26,16.2,13.34 ,Unvalidated
RIDE-26770,BIkE-506,robot,,wEBN<Y9-cJI,2026/01/18 15:35,2026/01/18 14:48,-53.4,-10.76 ,Unvalidated
RIDE-48595,bIKE-581,vip,,,2025/03/09 15:35,2025/03/09 14:48,,-16.95 ,Unvalidated
RIDE-6212,BiKe-4307,maybe,DN,tTzPajN<Y,12-11-2025 15:35,12-11-2025 16:58,85.7,11.67 ,Unvalidated
RIDE-88897,BIkE-3230,vip,River_Park,University,2026/02/20 15:35,2026/02/20 15:10,33.4,8.27km,Unvalidated
RIDE-51541,bIKE-3793,memBER,South_Gardens,Central_Station,2025/21/11 15:35,2025/21/11 15:09,24.1,3.73 ,Unvalidated
RIDE-13690,bIKE-3600,member,River_Park,River_Park,05/02/2026 15:35,05/02/2026 14:34,,-13.53 ,Unvalidated
RIDE-28722,BIkE-2980,tourist,South_Gardens,South_Gardens,2025-12-18 15:35,2025-12-18 16:08,-26.4,-3.74km,Unvalidated
RIDE-91105,BIkE-593,tourist,River_Park,Tech_District,2025/10/01 15:35,2025/10/01 17:06,97.8,11.32 ,Unvalidated
RIDE-73301,BiKe-Y0,tourist,River_Park,South_Gardens,27-02-2026 15:35,27-02-2026 18:27,-164.7,-17.64 ,Unvalidated
RIDE-40022,bike-A1,casual,City_Hall,Central_Station,16-12-2025 15:35,16-12-2025 15:50,8.2,2.92km,Unvalidated
RIDE-30 11,BIk  E-3561,MEM BeR,Tech_District,,2025/2 5/07 15:35,202 5/25/07 1 6:14,33.0,4.41 ,Unvalidated
RIDE-91406,Bike-2762,mEmbER,|,VMgsvJCs,2026/22/03 15:35,2026/22/03 16:07,-28.9,-8.75km,Unvalidated
RIDE-24208,BIKE-3178,aDMIN,,West_End,25-05-2026 15:35,25-05-2026 12:38,-170.4,-18.63km,Unvalidated
RIDE-18082,BIKE-K3,tourist,TECH_DISTRICT,WEST_END,2026-06-06 15:35,2026-06-06 15:31,1.6,0.24km,Unvalidated
RIDE-31672,bIKE-4643,maybe,,Downtown_Plaza,2025-08-14 15:35,2025-08-14 16:27,42.3,8.39 ,Unvalidated
RIDE-34376,bike -4499,robot,Unive rsity,City_H all,2026/03/17 1 5 :35,2026/03/ 17 17:37,-113.4,-14.8km,Unvalidated
RIDE-33558,BIkE-3960,robot,City_Hall,East_Terminal,2025-07-22 15:35,2025-07-22 15:42,14.3,8.54km,Unvalidated
RIDE-48420,bIKE-223,tourist,University,West_End,2026-06-03 15:35,2026-06-03 16:40,-56.9,-12.79km,Unvalidated
RIDE-80 007,bIKE-1151,casual, T ech_Dist  rict, Ri ver_Park,2025/06 /26 15:35,2025/06/26 15:51,18.2,3.58 ,Unvalidated
RIDE-11196,BIKE-2511,maybe,East_Terminal,Central_Station,06-03-2026 15:35,06-03-2026 18:19,159.3,17.94km,Unvalidated
RIDE-29471,BIKE-1204,maybe,City_Hall,South_Gardens,2026/04/16 15:35,2026/04/16 16:57,-84.3,-14.33km,Unvalidated
RIDE-89909,BiKe-3816,robot,South_Gardens,Downtown_Plaza,2025/18/11 15:35,2025/18/11 15:02,42.0,15.6 ,Unvalidated
RIDE-20681,BIkE-2889,robot,River_Park,Downtown_Plaza,10/09/2025 15:35,10/09/2025 17:09,,9.92 ,Unvalidated
RIDE-53082,bIKE-2324,admin,South_Gardens,River_Park,08/02/2026 15:35,08/02/2026 15:53,-25.9,-7.31km,Unvalidated
RIDE-33019,BIKE-1486,tourist,Downtown_Plaza,South_Gardens,07/08/2025 15:35,07/08/2025 14:43,53.7,14.85 ,Unvalidated
RIDE-83598,bIKE-4878,member,SOUTH_GARDENS,TECH_DISTRICT,2026-01-23 15:35,2026-01-23 15:15,-17.4,-4.6km,Unvalidated
RIDE-41763,BIkE-1241,casual,City_Hall,North_Market,07/05/2026 15:35,07/05/2026 15:56,-12.1,-1.36 ,Unvalidated
R I D E-53388,,touri st,,Tec h_Dist rict,2025-12-15 1 5:35,2025-12-15 18 :07,-145  .4,-15. 29km,Unvalidated
RIDE-56402,Bike-F9,member,City_Hall,East_Terminal,27/09/2025 15:35,27/09/2025 16:33,68.2,7.12 ,Unvalidated
RIDE-59682,BIkE-K9,robot,River_Park,River_Park,05-07-2025 15:35,05-07-2025 13:55,-94.8,-12.28km,Unvalidated
RIDE-5885 0,BIKE-2000,casual,Univers ity,City_Hall,2025/10/15 15:35,2025/10/15  15: 13,-16.9,-1.82 ,Unvalidated
RIDE-18482,bike-2855,tourist,South_Gardens,River_Park,2026/03/16 15:35,2026/03/16 14:35,67.5,10.65km,Unvalidated
RIDE-33264,bIKE-4747,vip,East_Terminal,,2026-06-06 15:35,2026-06-06 14:49,-44.4,-6.98 ,Unvalidated
RIDE-69551,BiKe-3471,maybe,East_Terminal,River_Park,2026-01-25 15:35,2026-01-25 14:21,,-15.33 ,Unvalidated
RIDE-80590,,maybe,,EAST_TERMINAL,11/09/2025 15:35,11/09/2025 14:42,-51.2,-12.34 ,Unvalidated
RIDE-60022,bIKE-454,CASUAL,Downtown_Plaza,West_End,02/06/2026 15:35,02/06/2026 13:43,-107.9,-16.12 ,Unvalidated
RIDE-46223,BIKE-4338,vip,South_Gardens,North_Market,2025/09/03 15:35,2025/09/03 15:46,-1.7,-0.22km,Unvalidated
RIDE-86018,BiKe-2858,robot,East_Terminal,University,2025/12/11 15:35,2025/12/11 18:38,-173.9,-17.61 ,Unvalidated
RIDE-82879,BIkE-3391,tourist,North_Market,,04/11/2025 15:35,04/11/2025 15:49,-17.1,-15.8 ,Unvalidated
RIDE-99158,BIkE-1467,admin,University,West_End,2025/12/04 15:35,2025/12/04 17:40,134.5,19.47km,Unvalidated
RIDE-84138,BIKE-3415,vip,East_Terminal,Tech_District,2026-01-02 15:35,2026-01-02 16:29,44.4,9.1 ,Unvalidated
RIDE-35015,BIKE-1530,vip,Tech_District,Central_Station,01/06/2026 15:35,01/06/2026 14:18,84.5,10.57 ,Unvalidated
RIDE-4451,,vip,,dbm9lo6?,12-01-2026 15:35,12-01-2026 15:50,,4.88 ,Unvalidated
RIDE-83260,BIKE-730,member,nEMM,mn3/,2026-01-15 15:35,2026-01-15 16:08,-34.9,-9.07 ,Unvalidated
RIDE-21193,bike-3923,tourist,Tech_District,South_Gardens,2025-07-08 15:35,2025-07-08 15:18,,-5.79km,Unvalidated
RIDE-1817,BIkE-3107,vip,River_Park,West_End,2026-01-31 15:35,2026-01-31 14:11,91.1,17.74km,Unvalidated
RIDE-65058,,tourist,North_Market,City_Hall,2025/06/27 15:35,2025/06/27 15:23,-7.6,-2.01 ,Unvalidated
RIDE-62260,Bike-699,robot,DOWNTOWN_PLAZA,WEST_END,2025/06/08 15:35,2025/06/08 15:27,15.2,14.1 ,Unvalidated
RIDE-85553,Bike-958,vip,CITY_HALL,UNIVERSITY,2026-04-17 15:35,2026-04-17 13:07,138.7,17.56km,Unvalidated
RIDE-89030,Bike-4735,casual,University,Central_Station,04-04-2026 15:35,04-04-2026 15:26,-6.7,-3.6km,Unvalidated
RIDE-40256,BiKe-96 6,member,,River_Park,2025-12-10 15: 35,2025-1 2-10 15:23,10. 7,3.03 ,Unvalidated
RIDE-19415,BIkE-4561,robot,West_End,River_Park,2026-02-20 15:35,2026-02-20 13:06,148.5,17.98 ,Unvalidated
RIDE-29935,BIKE-711,tourist,RIVER_PARK,WEST_END,22-05-2026 15:35,22-05-2026 13:41,,18.7km,Unvalidated
RIDE-48673,BiKe-1757,vip,Central_Station,South_Gardens,06-06-2026 15:35,06-06-2026 16:35,-56.8,-19.42km,Unvalidated
RIDE-54104,BiKe-1951,vip,City_Hall,University,2025/01/08 15:35,2025/01/08 16:22,47.6,5.48km,Unvalidated
RIDE-41372,BIkE-2917,admin,City_Hall,River_Park,2026/24/04 15:35,2026/24/04 16:03,23.0,3.45km,Unvalidated
RIDE-66628,BIkE-478,MEmBeR,,Downtown_Plaza,2026/26/01 15:35,2026/26/01 14:40,-55.2,-11.47 ,Unvalidated
RIDE-26299,BIKE-4542,casual,RIVER_PARK,,09/11/2025 15:35,09/11/2025 15:45,-14.4,-4.36 ,Unvalidated
RIDE-28131,BIkE-4459,member,Central_Station,University,2025-08-07 15:35,2025-08-07 15:34,-8.1,-0.99km,Unvalidated
RIDE-47274,BIkE-2880,ToURiSt,QL,<0;},2026/11/03 15:35,2026/11/03 13:41,-118.2,-18.85km,Unvalidated
RIDE-89326,bike-899,admin,University,River_Park,08-05-2026 15:35,08-05-2026 15:47,10.9,2.79km,Unvalidated
RIDE-10452,BIKE-3199,maybe,City_Hall,River_Park,2026-03-29 15:35,2026-03-29 16:56,76.0,10.26km,Unvalidated
RIDE-60348,BIKE-4232,casual,South_Gardens,North_Market,2025-09-26 15:35,2025-09-26 15:59,19.1,9.2 ,Unvalidated
RIDE-9763,Bike-3713,casual,Tech_District,Central_Station,29-07-2025 15:35,29-07-2025 16:09,-28.9,-13.16km,Unvalidated
RIDE-79391,Bike-3683,mEMBeR,West_End,East_Terminal,2026/10/01 15:35,2026/10/01 14:05,-91.9,-10.35km,Unvalidated
RIDE-86851,bike-3724,admin,Downtown_Plaza,Downtown_Plaza,16/03/2026 15:35,16/03/2026 12:33,-175.2,-18.96 ,Unvalidated
RIDE-45801,BiKe-1392,member,Downtown_Plaza,Downtown_Plaza,2026-03-07 15:35,2026-03-07 16:59,82.3,13.78 ,Unvalidated
RIDE-7921,bIKE-2903,admin,West_End,,2025-12-17 15:35,2025-12-17 15:23,12.0,4.28km,Unvalidated
RIDE-80288,bike-2668,tourist,East_Terminal,West_End,2025-09-30 15:35,2025-09-30 15:30,-9.4,-2.81 ,Unvalidated
RIDE-29395,BiKe-1818,robot,Tech_District,,2025/16/11 15:35,2025/16/11 13:52,-104.3,-13.03km,Unvalidated
RIDE-94710,bIKE-E8,tourist,North_Market,Downtown_Plaza,2026-01-25 15:35,2026-01-25 16:34,-56.4,-7.91km,Unvalidated
RIDE-4500,bIKE-1630,vip,South_Gardens,South_Gardens,2026-04-01 15:35,2026-04-01 15:53,23.6,8.59 ,Unvalidated
RIDE-80245,Bike-2142,casual,East_Terminal,University,2025-10-25 15:35,2025-10-25 15:57,-15.6,-2.1km,Unvalidated
RIDE-97823,,robot,University,Central_Station,06-08-2025 15:35,06-08-2025 16:47,64.6,17.44 ,Unvalidated
RIDE-56667,bIKE-1027,tourist,City_Hall,South_Gardens,2025/24/08 15:35,2025/24/08 14:01,-90.6,-19.09 ,Unvalidated
RIDE-65808,bIKE-4172,vip,Downtown_Plaza,University,2026-02-19 15:35,2026-02-19 14:59,-30.1,-5.87km,Unvalidated
RIDE-55652,BiKe-166,member,East_Terminal,Downtown_Plaza,18/08/2025 15:35,18/08/2025 16:08,,-3.49km,Unvalidated
RIDE-44908,bIKE-511,vip,South_Gardens,,2025/08/29 15:35,2025/08/29 14:29,67.5,12.83km,Unvalidated
RIDE-74911,BIKE-2778,maybe,,West_End,2026/01/29 15:35,2026/01/29 15:18,-13.7,-8.81 ,Unvalidated
RIDE-76014,bIKE-4555,vip,,East_Terminal,14-10-2025 15:35,14-10-2025 16:15,,-10.47 ,Unvalidated
RIDE-35967,BIkE-1117,member,North_Market,East_Terminal,27/05/2026 15:35,27/05/2026 16:55,82.7,9.62 ,Unvalidated
RIDE-9 48 71,bik e-319,may bE,West _End,West_End,03- 10-2025 15: 35,03-10-2025 14:51,54.5,8.45  km,Unvalidated
RIDE-90439,,maybe,K,E,06-06-2026 15:35,06-06-2026 13:47,111.3,12.55km,Unvalidated
RI  DE -79329,bIKE-924,admin,UNIVERSITY,CEN T RAL_STAT ION, 31 -03-2026 15 :35, 31-03-2026 16 :02, -34.1,-4.65 ,Unvalidated
RIDE-38120,Bike-E4,member,,East_Terminal,2025/04/07 15:35,2025/04/07 16:58,-74.8,-19.81 ,Unvalidated
RIDE-66589,bike-2023,maybe,,o/Nar912,2026/15/01 15:35,2026/15/01 14:26,-77.4,-9.23km,Unvalidated
RIDE-60494,BIKE-10,casual,North_Market,West_End,21-09-2025 15:35,21-09-2025 15:05,-39.4,-5.56km,Unvalidated
RIDE-40694,,maybe,University,University,2025-09-24 15:35,2025-09-24 15:17,8.4,2.91 ,Unvalidated
RIDE-23851,BIKE-4185,maybe,Tech_District,North_Market,02-05-2026 15:35,02-05-2026 15:12,-25.3,-4.25 ,Unvalidated
RIDE-77036,BiKe-3577,meMbeR,River_Park,Tech_District,21/10/2025 15:35,21/10/2025 13:44,-107.9,-12.77 ,Unvalidated
RIDE-97850,,member,South_Gardens,River_Park,2026/05/10 15:35,2026/05/10 17:02,-82.0,-17.03 ,Unvalidated
RIDE-3206,bike-J4,casual,City_Hall,,2025-06-09 15:35,2025-06-09 13:35,,-16.09km,Unvalidated
RIDE-97179,bike-3381,vip,University,East_Terminal,2026-02-10 15:35,2026-02-10 15:22,15.3,7.06 ,Unvalidated
RIDE-72243,BIkE-4287,maybe,South_Gardens,University,22-08-2025 15:35,22-08-2025 16:20,54.4,7.5km,Unvalidated
RIDE-33647,BIkE-2867,tOURIsT,WEST_END,NORTH_MARKET,21-03-2026 15:35,21-03-2026 15:37,4.8,0.55 ,Unvalidated
RIDE-37341,BIKE-1037,robot,North_Market,University,02-02-2026 15:35,02-02-2026 16:20,39.4,9.33 ,Unvalidated
RIDE-93912,BIKE-3871,vip,River_Park,Tech_District,2025/14/11 15:35,2025/14/11 14:17,-72.4,-12.16km,Unvalidated
RIDE-1230,bike-961,robot,,Central_Station,2025/12/23 15:35,2025/12/23 13:24,127.9,14.4km,Unvalidated
RIDE-40142,BIkE-347,vip,,Downtown_Plaza,2025/11/08 15:35,2025/11/08 16:32,-60.1,-19.33 ,Unvalidated
RIDE-75584,,ADmin,River_Park,River_Park,26-02-2026 15:35,26-02-2026 15:07,-35.7,-3.89 ,Unvalidated
RIDE-32 372,BIkE-71 3,casual,DOWNTOW N_PLAZA,,08/0 7/2025  15:35,0 8/07/2025 15:54,-11.1,-1.86 ,Unvalidated
RIDE-13016,,MaYbe,Tech_District,Tech_District,27/03/2026 15:35,27/03/2026 15:13,-14.6,-9.63km,Unvalidated
 R IDE-41015, bike-4368,member,9:z,[,20/07/2 025  15:35,20/07/2 025 13:39,120.9,14.99 ,Unvalidated
RIDE-75372,BIkE-1103,admin,Downtown_Plaza,Tech_District,22-07-2025 15:35,22-07-2025 15:59,24.1,3.13km,Unvalidated
RIDE-2726,,maybe,,University,2025-07-01 15:35,2025-07-01 14:20,-70.9,-13.65km,Unvalidated
RIDE-89193,BIkE-Q7,admin,South_Gardens,Central_Station,10/01/2026 15:35,10/01/2026 16:36,62.2,6.6km,Unvalidated
RIDE-32694,bIKE-925,admin,University,North_Market,2025-12-23 15:35,2025-12-23 15:26,-15.5,-9.49 ,Unvalidated
RIDE-98421,BIkE-3776,casuAl,North_Market,,31-12-2025 15:35,31-12-2025 15:45,-9.6,-1.02 ,Unvalidated
RIDE-13625,,mEmBER,,,01/03/2026 15:35,01/03/2026 16:55,-82.4,-15.01km,Unvalidated
RIDE-13905,bike-15,admin,Downtown_Plaza,South_Gardens,11-06-2025 15:35,11-06-2025 16:47,80.5,13.77km,Unvalidated
RIDE-79659,,mAYbE,University,Ri ver_P ark,2025 - 09 -16 15:35,2025-09-16  15:51,12.4,1.9 6km,Unvalidated
RIDE-1083,bIKE-2479,robot,University,North_Market,2025-06-27 15:35,2025-06-27 15:37,7.0,3.83 ,Unvalidated
RIDE-49515,BIKE-4704,vip,Tech_District,City_Hall,22/08/2025 15:35,22/08/2025 15:10,34.6,8.41 ,Unvalidated
RIDE-88736,BiKe-U2,ViP,West_End,University,03/07/2025 15:35,03/07/2025 14:33,61.0,7.14km,Unvalidated
RIDE-81787,,vi p,River_P ark,Downt own _P laza,202  6/ 25/01  15:35,2026/25/01  15:06,-21.6,-8. 63km,Unvalidated
RIDE-15305,Bike-2689,member,East_Terminal,Tech_District,2025-09-15 15:35,2025-09-15 14:02,92.0,12.02km,Unvalidated
RIDE-42173,BIkE-318,admin,City_Hall,City_Hall,2025-12-07 15:35,2025-12-07 16:31,-50.8,-5.12km,Unvalidated
RIDE-61298,Bike-745,admin,,,2025/13/12 15:35,2025/1 3/12 14:31,65.0,16.38 ,Unvalidated
 R IDE-44388,BIkE-29 17,admin,C ENTRAL_STATION,,2026/ 17/01 15:35,2026/17/ 01 16:21,- 5 2.0,-9. 21 ,Unvalidated
RIDE-88092,BiKe-P4,tourist,Central_Station,East_Terminal,15/03/2026 15:35,15/03/2026 18:13,-155.4,-16.02 ,Unvalidated
RIDE-69042,bike-1197,casual,North_Market,East_Terminal,2025-10-17 15:35,2025-10-17 15:45,9.1,2.16 ,Unvalidated
RIDE-1577,BiKe-392,robot,City_ Hall,Downtown_Plaza,2025/1 2/28 15 :35,2025/12/28 14:43, -61.7,-19.11 ,Unvalidated
RIDE-1619,BIkE-1615,admin,Central_Station,City_Hall,06/06/2025 15:35,06/06/2025 15:34,-7.4,-5.3km,Unvalidated
RIDE-96061,Bike-T5,robot,River_Park,River_Park,25-02-2026 15:35,25-02-2026 16:43,,19.62km,Unvalidated
RIDE-95160,,tourist,University,City_Hall,24-04-2026 15:35,24-04-2026 15:02,-41.8,-4.49 ,Unvalidated
RIDE-94338,Bike-3991,member,North_Market,North_Market,2025/06/14 15:35,2025/06/14 16:23,-57.7,-19.2 ,Unvalidated
RIDE-48854,BIkE-4408,admin,River_Park,East_Terminal,24/10/2025 15:35,24/10/2025 16:51,72.0,15.39 ,Unvalidated
RIDE-7433,bike-1822,admin,CITY_HALL,EAST_TERMINAL,31/08/2025 15:35,31/08/2025 16:58,-85.8,-11.61km,Unvalidated
RIDE-97828,BIkE-1710,member,Downtown_Plaza,West_End,2025/30/07 15:35,2025/30/07 17:13,102.0,16.13 ,Unvalidated
RIDE-26282,BIkE-4372,vip,Tech_District,Central_Station,29/10/2025 15:35,29/10/2025 15:06,-29.8,-9.72 ,Unvalidated
RIDE-51779,bIKE-228,tourist,City_Hall,East_Terminal,2025-07-23 15:35,2025-07-23 15:57,-18.0,-3.4km,Unvalidated
RIDE-4813,Bike-1188,casual,Tech_District,South_Gardens,11/11/2025 15:35,11/11/2025 13:37,-123.8,-15.3 ,Unvalidated
RIDE-42799, B  IkE-2962,tourist,East _Terminal,Do wn town_Plaza,2 02 6-01-20 15:35,2026-01-20   15:09,-21 .5,- 2.36km,Unvalidated
RIDE-19674,BIkE-4725,robot,Central_Station,River_Park,05/04/2026 15:35,05/04/2026 15:40,-6.3,-1.04 ,Unvalidated
RIDE-3636,bike-3977,maybe,University,South_Gardens,09/02/2026 15:35,09/02/2026 17:39,117.4,13.36km,Unvalidated
RIDE-53 048,bik e-2234, cas ual,=wiUb,XB.38M,2025/1 0/06 1 5:35,2025/10/06 1 6:04, -29.4,-  5.26km,Unvalidated
RIDE-30951,BIKE-970,admin,University,Downtown_Plaza,2025/02/10 15:35,2025/02/10 15:20,-9.8,-8.64km,Unvalidated
RIDE-81133,bIKE-802,toURISt,,Downtown_Plaza,2026/06/01 15:35,2026/06/01 14:44,-56.1,-14.5 ,Unvalidated
RIDE-25717,,admin,University,,12-02-2026 15:35,12-02-2026 16:35,-67.1,-14.52 ,Unvalidated
RIDE-58198,,robot,University,Downtown_Plaza,2025/09/09 15:35,2025/09/09 14:21,-72.3,-7.65 ,Unvalidated
RIDE-67947,bIKE-3894,member,Central_Station,South_Gardens,2025-08-14 15:35,2025-08-14 16:00,,-9.73km,Unvalidated
RIDE-80837,bIKE-3913,tourist,West_End,South_Gardens,2026/27/03 15:35,2026/27/03 16:26,48.0,7.95km,Unvalidated
RIDE-15436,BIKE-4280,member,Central_Station,University,12-04-2026 15:35,12-04-2026 17:23,103.0,18.73 ,Unvalidated
RIDE-1961,BIkE-3486,maybe,Central_Station,Tech_District,2026/04/29 15:35,2026/04/29 16:54,-80.1,-9.98 ,Unvalidated
RIDE-61566,,maybe,East_Terminal,Downtown_Plaza,2025/11/22 15:35,2025/11/22 13:55,-102.4,-12.02 ,Unvalidated
RIDE-97761,bike-808,vip,,,2025/08/06 15:35,2025/08/06 14:40,56.7,7.31 ,Unvalidated
RIDE-5238,BIKE-645,robot,South_Gardens,Downtown_Plaza,02/01/2026 15:35,02/01/2026 16:01,35.6,16.15km,Unvalidated
RIDE-86057,bike-2224,maybe,Central_Station,North_Market,2025-08-07 15:35,2025-08-07 14:41,55.1,13.96 ,Unvalidated
RIDE-13422,BiKe-1904,tourist,West_End,Central_Station,2025-12-21 15:35,2025-12-21 15:20,-25.9,-4.98 ,Unvalidated
RIDE-29692,,admin,Central_Station,North_Market,2026/02/05 15:35,2026/02/05 13:12,139.0,18.56km,Unvalidated
RIDE-24483,BIKE-1211,robot,U37QKB,U]{s,05-12-2025 15:35,05-12-2025 17:45,126.8,17.66 ,Unvalidated
RIDE-2326,BiKe-3507,robot,,,23/03/2026 15:35,23/03/2026 14:43,58.6,18.27km,Unvalidated
RIDE-1663,bIKE-G7,robot,Ak,,19/09/2025 15:35,19/09/2025 15:35,4.7,1.8km,Unvalidated
RIDE-78870,bike-O1,vip,Downtown_Plaza,City_Hall,2025/08/18 15:35,2025/08/18 15:20,,-2.92km,Unvalidated
RIDE-46459,bIKE-3896,tourist,,_2;S[TV5p,04-09-2025 15:35,04-09-2025 14:22,76.3,13.48km,Unvalidated
RIDE-4292,,vip,North_Market,River_Park,2026-01-15 15:35,2026-01-15 16:13,31.2,9.69 ,Unvalidated
RIDE-77389,bike-4595,robot,West_End,,2026/05/08 15:35,2026/05/08 18:38,-177.4,-18.88 ,Unvalidated
RIDE-62764,Bike-4007,member,DOWNTOWN_PLAZA,CITY_HALL,13-03-2026 15:35,13-03-2026 16:09,-24.5,-13.83km,Unvalidated
RIDE-9584,bike-2972,admin,West_End,Central_Station,11-04-2026 15:35,11-04-2026 15:25,6.3,1.04km,Unvalidated
RIDE-97980,BIkE-2268,vip,Downtown_Plaza,City_Hall,2025/12/19 15:35,2025/12/19 14:38,65.4,9.82km,Unvalidated
RIDE-72825,Bike-2386,casual,City_Hall,East_Terminal,25-09-2025 15:35,25-09-2025 16:14,47.7,9.96km,Unvalidated
RIDE-41751,BiKe-308,casual,South_Gardens,Central_Station,2025-11-26 15:35,2025-11-26 14:29,74.6,12.74 ,Unvalidated
RIDE-8617 8,bIKE-2553,m  AyBe,Downtown_Plaza,,2025/09/25 15:35,2025/09/2 5 16:09,2 8.3,  2.94 ,Unvalidated
RIDE-25813,BIkE-3862,maybe,South_Gardens,Downtown_Plaza,2025/06/10 15:35,2025/06/10 15:05,28.3,14.73km,Unvalidated
RIDE-59009,BIkE-1585,tourist,River_Park,City_Hall,10/08/2025 15:35,10/08/2025 16:26,-52.7,-6.53km,Unvalidated
RI DE-506 81,bike- 943,Vi p,East_T ermin al, Un iversity, 2025-07-01  15:35,2025-07-01 17 :02,-85.9,-14.6 ,Unvalidated
RIDE-70760,BIKE-4326,admin,North_Market,Central_Station,05-09-2025 15:35,05-09-2025 15:12,27.0,4.04 ,Unvalidated
RIDE-94877,,member,iBA>,2b<5IRyaa5|4>,2026-02-07 15:35,2026-02-07 18:30,178.3,18.07 ,Unvalidated
RIDE-71207,bIKE-2813,admin,City_Hall,City_Hall,2025-09-25 15:35,2025-09-25 13:05,159.6,19.13km,Unvalidated
RIDE-59393,BIkE-914,admin,East_Terminal,Tech_District,06-08-2025 15:35,06-08-2025 17:25,,-18.99km,Unvalidated
RIDE-50188,BiKe-3840,admin,South_Gardens,South_Gardens,14/05/2026 15:35,14/05/2026 15:19,11.3,9.63 ,Unvalidated
RIDE-81689,BiKe-1515,maybe,South_Gardens,Downtown_Plaza,2026/04/06 15:35,2026/04/06 17:05,-99.2,-15.06 ,Unvalidated
RI DE-23550,BIK E-5,robot,Uni v ersity,Wes t _End, 2025-06-06 15: 35,20   25-06-06  15:49,-16.4,-15 .06 ,Unvalidated
RIDE-76498,BIkE-315,casual,University,River_Park,2025-08-06 15:35,2025-08-06 13:37,-109.9,-11.41 ,Unvalidated
RIDE-62999,Bike-2637,robot,River_Park,Central_Station,2026/05/03 15:35,2026/05/03 16:01,-19.8,-6.62km,Unvalidated
RIDE-3821,BIkE-2567,membEr,University,Tech_District,02/11/2025 15:35,02/11/2025 15:31,5.5,2.73 ,Unvalidated
RIDE-6424,BIKE-1927,member,River_Park,Central_Station,2025/09/28 15:35,2025/09/28 16:08,-33.0,-6.72 ,Unvalidated
RIDE-12543,BIkE-2155,TOUrIsT,East_Terminal,West_End,21-03-2026 15:35,21-03-2026 18:30,-173.4,-19.91km,Unvalidated
RIDE-17573,Bike-2479,robot,South_Gardens,,05/07/2025 15:35,05/07/2025 14:25,74.6,7.55km,Unvalidated
RIDE-45366,bike-4733,member,Tech_District,City_Hall,2025/20/08 15:35,2025/20/08 17:17,-96.4,-19.82 ,Unvalidated
RIDE-84014,BIkE-134,meMbEr,,River_Park,25-12-2025 15:35,25-12-2025 16:10,-38.2,-8.63 ,Unvalidated
RIDE-32763,Bik e-2890,ca sual,West_End,South_Gardens,2026/04/05 15:35,2026/04/0 5  16:07,38.5, 12.96km,Unvalidated
RIDE-78895,,admin,West_End,River_Park,01/11/2025 15:35,01/11/2025 16:55,-81.1,-15.9km,Unvalidated
RIDE-63545,BIkE-T2,casUAl,2MxI]j:^__},RUf3H.}<os,14/09/2025 15:35,14/09/2025 14:58,-47.8,-11.16km,Unvalidated
RIDE-64669,BIkE-87,casual,East_Terminal,,2025/10/22 15:35,2025/10/22 13:38,,15.39km,Unvalidated
RIDE-20229,,member,River_Park,,07-01-2026 15:35,07-01-2026 13:49,98.9,19.87km,Unvalidated
RIDE-77 181, B ike-216,mAYbe,,Sou th_Gardens,2 025/09/ 07 15 :35,2025/09/0 7 14:38,53.4,7.88 ,Unvalidated
RIDE-67321,,mAybe,City_Hall,North_Market,2026/04/01 15:35,2026/04/01 16:38,-53.0,-11.7 ,Unvalidated
RIDE-59496,Bike-3262,tourist,West_End,River_Park,2026-03-03 15:35,2026-03-03 15:34,-3.9,-3.72 ,Unvalidated
RIDE-46657,bike-4267,member,University,East_Terminal,2025-12-29 15:35,2025-12-29 15:10,17.2,6.17km,Unvalidated
RIDE-64533,BIkE-591,admin,City_Hall,Central_Station,2026-02-01 15:35,2026-02-01 15:02,-24.0,-3.15 ,Unvalidated
RIDE-11892,bike-3821,robot,City_Hall,East_Terminal,2026/11/01 15:35,2026/11/01 15:13,,7.22 ,Unvalidated
RIDE-84306,BIkE-4735,member,Downtown_Plaza,University,20-06-2025 15:35,20-06-2025 15:42,-11.7,-8.04 ,Unvalidated
RIDE-34045,bike-4120,robot,Tech_District,West_End,08/01/2026 15:35,08/01/2026 15:43,11.2,8.56km,Unvalidated
