ride_id,bike_id,user_type,start_station,end_station,start_time,end_time,duration_minutes,distance_km,status,status,status,status
RIDE-72117,BIKE-1522,casual,City_Hall,South_Gardens,2026-02-17 21:18,2026-02-17 21:50,37.8,18.96,clean,clean,clean,clean
RIDE-72124,BIKE-2850,casual,River_Park,South_Gardens,2025-10-08 21:18,2025-10-08 22:07,44.7,16.81,clean,clean,clean,clean
RIDE-72217,BIKE-3960,member,East_Terminal,West_End,2025-12-25 21:18,2025-12-25 22:44,81.2,19.97,clean,clean,clean,clean
RIDE-72266,BIKE-4003,casual,University,University,2025-07-14 21:18,2025-07-14 20:45,41.0,6.85,clean,clean,clean,clean
RIDE-72354,BIKE-3509,member,West_End,Tech_District,2025-06-29 21:18,2025-06-29 20:19,67.8,7.85,clean,clean,clean,clean
RIDE-72362,BIKE-4169,casual,River_Park,West_End,2026-02-26 21:18,2026-02-26 22:19,67.9,11.57,clean,clean,clean,clean
RIDE-72420,BIKE-1376,tourist,Downtown_Plaza,Downtown_Plaza,2026-06-01 21:18,2026-06-01 21:54,34.9,12.34,clean,clean,clean,clean
RIDE-72465,BIKE-4689,member,Tech_District,City_Hall,2025-10-15 21:18,2025-10-15 23:14,114.8,16.28,clean,clean,clean,clean
RIDE-72506,BIKE-2343,tourist,Central_Station,East_Terminal,2026-05-05 21:18,2026-05-05 21:20,8.7,1.24,clean,clean,clean,clean
RIDE-72533,BIKE-1641,casual,North_Market,Tech_District,2025-09-24 21:18,2025-09-24 21:12,4.1,1.68,clean,clean,clean,clean
RIDE-72547,BIKE-4704,casual,Tech_District,City_Hall,2025-06-21 21:18,2025-06-21 20:51,22.2,2.76,clean,clean,clean,clean
RIDE-72563,BIKE-4817,member,River_Park,Downtown_Plaza,2026-03-17 21:18,2026-03-17 22:51,94.8,13.58,clean,clean,clean,clean
RIDE-72575,BIKE-2567,casual,Downtown_Plaza,City_Hall,2026-01-03 21:18,2026-01-03 23:22,127.5,17.53,clean,clean,clean,clean
RIDE-72590,BIKE-3510,tourist,Tech_District,University,2026-03-31 21:18,2026-03-31 20:36,39.5,9.99,clean,clean,clean,clean
RIDE-72596,BIKE-1755,casual,Tech_District,South_Gardens,2026-03-14 21:18,2026-03-14 21:05,3.9,0.8,clean,clean,clean,clean
RIDE-72611,BIKE-1994,tourist,South_Gardens,North_Market,2026-04-11 21:18,2026-04-11 21:45,36.4,4.23,clean,clean,clean,clean
RIDE-72618,BIKE-3453,tourist,East_Terminal,Tech_District,2025-07-17 21:18,2025-07-17 22:30,62.1,13.13,clean,clean,clean,clean
RIDE-72633,BIKE-3768,member,Central_Station,River_Park,2026-04-18 21:18,2026-04-18 20:54,31.6,10.19,clean,clean,clean,clean
RIDE-72652,BIKE-4987,member,Central_Station,West_End,2026-02-15 21:18,2026-02-15 21:14,3.8,1.76,clean,clean,clean,clean
RIDE-72675,BIKE-2016,casual,City_Hall,East_Terminal,2026-01-14 21:18,2026-01-14  21:57,34.0,9.64,clean,clean,clean,clean
RIDE-72721,BIKE-1401,casual,University,South_Gardens,2026-01-23 21:18,2026-01-23 21:53,25.9,6.31,clean,clean,clean,clean
RIDE-72839,BIKE-3073,tourist,East_Terminal,North_Market,2025-10-31 21:18,2025-10-31 19:36,92.9,11.52,clean,clean,clean,clean
RIDE-72871,BIKE-3079,member,Tech_District,East_Terminal,2026-06-08 21:18,2026-06-08 21:19,2.6,0.67,clean,clean,clean,clean
RIDE-72919,BIKE-1616,member,City_Hall,River_Park,2026-03-05 21:18,2026-03-05 22:09,46.8,5.27,clean,clean,clean,clean
RIDE-72988,BIKE-3851,tourist,West_End,South_Gardens,2025-10-24 21:18,2025-10-24 22:19,61.2,11.72,clean,clean,clean,clean
RIDE-72998,BIKE-4641,tourist,West_End,University,2025-12-21 21:18,2025-12-21 21:35,15.7,9.26,clean,clean,clean,clean
RIDE-73006,BIKE-4882,casual,South_Gardens,River_Park,2026-01-08 21:18,2026-01-08 19:58,75.0,10.95,clean,clean,clean,clean
RIDE-73024,BIKE-2043,tourist,Tech_District,East_Terminal,2026-04-07 21:18,2026-04-07 21:05,20.9,17.23,clean,clean,clean,clean
RIDE-73030,BIKE-4410,casual,River_Park,East_Terminal,2025-06-13 21:18,2025-06-13 21:04,19.8,8.77,clean,clean,clean,clean
RIDE-73153,BIKE-3350,casual,West_End,Central_Station,2025-09-19 21:18,2025-09-19 20:46,36.2,6.35,clean,clean,clean,clean
RIDE-73182,BIKE-2720,member,North_Market,Central_Station,2025-08-12 21:18,2025-08-12 20:24,45.4,17.82,clean,clean,clean,clean
RIDE-73347,BIKE-4044,member,South_Gardens,University,2025-11-06 21:18,2025-11-06 20:59,14.9,4.31,clean,clean,clean,clean
RIDE-73359,BIKE-4403,casual,University,West_End,2025-10-01 21:18,2025-10-01 21:46,28.2,17.12,clean,clean,clean,clean
RIDE-73377,BIKE-3971,casual,Tech_District,University,2026-05-26 21:18,2026-05-26 19:54,90.0,14.23,clean,clean,clean,clean
RIDE-73423,BIKE-3746,member,South_Gardens,Downtown_Plaza,2025-06-18 21:18,2025-06-18 22:43,84.5,8.92,clean,clean,clean,clean
RIDE-73458,BIKE-2713,member,Downtown_Plaza,South_Gardens,2026-05-10 21:18,2026-05-10 18:34,170.1,17.97,clean,clean,clean,clean
RIDE-73607,BIKE-4849,casual,River_Park,West_End,2025-12-13 21:18,2025-12-13 23:40,151.8,18.62,clean,clean,clean,clean
RIDE-73617,BIKE-4469,casual,City_Hall,South_Gardens,2025-10-28 21:18,2025-10-28 20:40,35.5,19.66,clean,clean,clean,clean
RIDE-73620,BIKE-3559,tourist,East_Terminal,River_Park,2026-05-28 21:18,2026-05-28 21:43,20.8,5.34,clean,clean,clean,clean
RIDE-73638,BIKE-1826,casual,West_End,West_End,2026-05-06 21:18,2026-05-06 22:30,62.2,11.36,clean,clean,clean,clean
RIDE-73698,BIKE-3391,casual,University,City_Hall,2025-10-31 21:18,2025-10-31 21:22,11.5,2.29,clean,clean,clean,clean
RIDE-73714,BIKE-1900,casual,City_Hall,North_Market,2025-07-15 21:18,2025-07-15 20:59,14.9,2.21,clean,clean,clean,clean
RIDE-73729,BIKE-4085,casual,University,University,2025-09-20 21:18,2025-09-20 20:51,21.6,9.34,clean,clean,clean,clean
RIDE-73746,BIKE-1328,casual,University,Downtown_Plaza,2026-03-02 21:18,2026-03-02 18:51,153.8,18.05,clean,clean,clean,clean
RIDE-73797,BIKE-2500,tourist,South_Gardens,East_Terminal,2025-10-14 21:18,2025-10-14 20:01,67.6,12.42,clean,clean,clean,clean
RIDE-73825,BIKE-4249,tourist,Tech_District,Central_Station,2025-06-20 21:18,2025-06-20 22:03,53.2,15.96,clean,clean,clean,clean
RIDE-73859,BIKE-3752,casual,City_Hall,Downtown_Plaza,2025-09-07 21:18,2025-09-07 22:02,39.1,9.68,clean,clean,clean,clean
RIDE-73896,BIKE-3172,casual,West_End,City_Hall,2026-04-13 21:18,2026-04-13 20:49,24.7,2.81,clean,clean,clean,clean
RIDE-73910,BIKE-4958,member,Central_Station,Central_Station,2025-12-30 21:18,2025-12-30 21:50,30.0,10.91,clean,clean,clean,clean
RIDE-74131,BIKE-1695,tourist,Downtown_Plaza,East_Terminal,2025-11-05 21:18,2025-11-05 20:56,24.0,10.33,clean,clean,clean,clean
RIDE-74179,BIKE-2743,tourist,Central_Station,North_Market,2025-10-05 21:18,2025-10-05 21:57,47.6,5.04,clean,clean,clean,clean
RIDE-74272,BIKE-4870,member,University,North_Market,2025-11-03 21:18,2025-11-03 19:44,84.0,16.55,clean,clean,clean,clean
RIDE-74282,BIKE-2562,tourist,Downtown_Plaza,Central_Station,2025-10-12 21:18,2025-10-12 18:49,148.7,19.69,clean,clean,clean,clean
RIDE-74294,BIKE-4301,member,East_Terminal,South_Gardens,2026-03-10 21:18,2026-03-10 20:30,50.3,12.14,clean,clean,clean,clean
RIDE-74395,BIKE-4513,tourist,North_Market,River_Park,2025-08-27 21:18,2025-08-27 22:41,76.7,16.61,clean,clean,clean,clean
RIDE-74413,BIKE-2101,tourist,West_End,South_Gardens,2026-03-24 21:18,2026-03-24 20:48,22.1,4.19,clean,clean,clean,clean
RIDE-74418,BIKE-2800,tourist,City_Hall,West_End,2025-06-30 21:18,2025-06-30 19:20,112.7,12.9,clean,clean,clean,clean
RIDE-74521,BIKE-1829,casual,Tech_District,Central_Station,2025-12-06 21:18,2025-12-06 21:43,32.7,18.97,clean,clean,clean,clean
RIDE-74538,BIKE-3863,member,North_Market,South_Gardens,2026-05-18 21:18,2026-05-18 21:25,0.2,0.02,clean,clean,clean,clean
RIDE-74600,BIKE-4937,member,East_Terminal,East_Terminal,2025-11-02 21:18,2025-11-02 23:38,134.0,15.82,clean,clean,clean,clean
RIDE-74680,BIKE-4511,member,Downtown_Plaza,Tech_District,2026-03-03 21:18,2026-03-03 21:29,16.7,3.41,clean,clean,clean,clean
RIDE-74785,BIKE-4077,member,North_Market,North_Market,2025-09-08 21:18,2025-09-08 22:15,63.3,14.44,clean,clean,clean,clean
RIDE-74789,BIKE-2633,tourist,River_Park,West_End,2025-08-19 21:18,2025-08-19 21:50,23.2,5.46,clean,clean,clean,clean
RIDE-74819,BIKE-3048,casual,West_End,River_Park,2025-08-22 21:18,2025-08-22 21:34,21.8,4.33,clean,clean,clean,clean
RIDE-74864,BIKE-1224,casual,University,City_Hall,2025-09-10 21:18,2025-09-10 21:17,1.0,0.89,clean,clean,clean,clean
RIDE-74885,BIKE-1472,tourist,South_Gardens,South_Gardens,2025-06-10 21:18,2025-06-10 20:02,79.7,8.44,clean,clean,clean,clean
RIDE-74968,BIKE-1231,member,University,City_Hall,2026-06-03 21:18,2026-06-03 20:35,43.0,6.13,clean,clean,clean,clean
RIDE-74975,BIKE-2490,tourist,South_Gardens,West_End,2025-11-20 21:18,2025-11-20 19:43,93.1,17.35,clean,clean,clean,clean
RIDE-75024,BIKE-4563,tourist,River_Park,Downtown_Plaza,2025-07-14 21:18,2025-07-14 20:49,30.3,10.92,clean,clean,clean,clean
RIDE-75075,BIKE-4777,tourist,Central_Station,Tech_District,2025-07-09 21:18,2025-07-09 22:59,105.8,10.88,clean,clean,clean,clean
RIDE-75203,BIKE-4584,casual,Tech_District,River_Park,2026-02-15 21:18,2026-02-15 19:57,80.3,13.61,clean,clean,clean,clean
RIDE-75221,BIKE-2884,tourist,West_End,East_Terminal,2026-02-05 21:18,2026-02-05 22:44,76.4,9.37,clean,clean,clean,clean
RIDE-75252,BIKE-4787,casual,University,East_Terminal,2025-07-28 21:18,2025-07-28 20:08,71.6,10.17,clean,clean,clean,clean
RIDE-75281,BIKE-1325,tourist,West_End,East_Terminal,2026-02-25 21:18,2026-02-25 19:51,80.7,10.6,clean,clean,clean,clean
RIDE-75283,BIKE-4752,tourist,Central_Station,University,2025-08-22 21:18,2025-08-22 21:42,14.3,2.48,clean,clean,clean,clean
RIDE-75340,BIKE-3275,member,Central_Station,North_Market,2026-02-17 21:18,2026-02-17 20:51,21.4,3.59,clean,clean,clean,clean
RIDE-75389,BIKE-2515,member,City_Hall,North_Market,2026-04-24 21:18,2026-04-24 19:58,77.0,12.7,clean,clean,clean,clean
RIDE-75392,BIKE-1029,casual,Central_Station,Tech_District,2025-08-27 21:18,2025-08-27 21:09,9.7,9.22,clean,clean,clean,clean
RIDE-75423,BIKE-2908,tourist,Downtown_Plaza,South_Gardens,2025-10-26 21:18,2025-10-26 23:10,121.8,16.03,clean,clean,clean,clean
RIDE-75427,BIKE-3207,member,North_Market,North_Market,2025-09-20 21:18,2025-09-20 22:39,78.8,16.06,clean,clean,clean,clean
RIDE-75433,BIKE-1482,member,South_Gardens,River_Park,2025-08-21 21:18,2025-08-21 23:32,134.1,17.18,clean,clean,clean,clean
RIDE-75439,BIKE-4886,tourist,Central_Station,Downtown_Plaza,2025-12-20 21:18,2025-12-20 20:28,55.3,17.16,clean,clean,clean,clean
RIDE-75460,BIKE-3080,member,Central_Station,East_Terminal,2026-04-24 21:18,2026-04-24 21:25,12.7,6.87,clean,clean,clean,clean
RIDE-75572,BIKE-3633,tourist,Central_Station,Central_Station,2025-07-26 21:18,2025-07-26 21:32,19.8,3.99,clean,clean,clean,clean
RIDE-75587,BIKE-2202,tourist,West_End,Central_Station,2025-12-26 21:18,2025-12-26 22:00,52.8,13.61,clean,clean,clean,clean
RIDE-75589,BIKE-4177,member,Downtown_Plaza,University,2026-02-28 21:18,2026-02-28 23:36,146.9,19.26,clean,clean,clean,clean
RIDE-75635,BIKE-3797,casual,North_Market,North_Market,2026-05-23 21:18,2026-05-24 00:25,185.9,18.66,clean,clean,clean,clean
RIDE-75689,BIKE-4217,casual,City_Hall,City_Hall,2025-10-14 21:18,2025-10-14 22:36,86.4,12.42,clean,clean,clean,clean
RIDE-75749,BIKE-2813,casual,River_Park,West_End,2026-01-30 21:18,2026-01-30 22:19,62.2,6.7,clean,clean,clean,clean
RIDE-75759,BIKE-4098,member,Tech_District,Tech_District,2025-06-29 21:18,2025-06-29 21:13,5.8,1.22,clean,clean,clean,clean
RIDE-75766,BIKE-3067,tourist,University,University,2025-11-11 21:18,2025-11-11 20:58,19.2,3.21,clean,clean,clean,clean
RIDE-75785,BIKE-1448,tourist,South_Gardens,River_Park,2026-03-22 21:18,2026-03-22 22:27,75.0,10.4,clean,clean,clean,clean
RIDE-75820,BIKE-2289,member,University,Downtown_Plaza,2025-12-25 21:18,2025-12-25 20:50,18.0,2.94,clean,clean,clean,clean
RIDE-75887,BIKE-4338,casual,Tech_District,North_Market,2026-02-01 21:18,2026-02-01 18:49,144.2,15.31,clean,clean,clean,clean
RIDE-75991,BIKE-3251,tourist,River_Park,West_End,2025-10-26 21:18,2025-10-26 21:35,12.2,1.37,clean,clean,clean,clean
RIDE-76037,BIKE-1648,member,South_Gardens,South_Gardens,2025-11-20 21:18,2025-11-20 21:21,2.8,1.95,clean,clean,clean,clean
RIDE-76116,BIKE-1980,member,Central_Station,University,2025-08-20 21:18,2025-08-20 22:13,50.8,9.89,clean,clean,clean,clean
RIDE-76139,BIKE-2143,casual,Central_Station,Downtown_Plaza,2025-07-19 21:18,2025-07-19 20:58,16.3,1.77,clean,clean,clean,clean
RIDE-76220,BIKE-4977,member,River_Park,East_Terminal,2025-09-17 21:18,2025-09-17 19:37,101.3,10.53,clean,clean,clean,clean
RIDE-76258,BIKE-3405,casual,River_Park,South_Gardens,2025-08-16 21:18,2025-08-16 21:02,25.9,19.83,clean,clean,clean,clean
RIDE-76267,BIKE-3629,member,Downtown_Plaza,East_Terminal,2026-04-10 21:18,2026-04-10 21:11,16.2,15.2,clean,clean,clean,clean
RIDE-76268,BIKE-2521,casual,North_Market,City_Hall,2026-05-24 21:18,2026-05-24 21:48,24.3,7.31,clean,clean,clean,clean
RIDE-76312,BIKE-3411,casual,River_Park,University,2025-07-31 21:18,2025-07-31 19:54,80.6,14.65,clean,clean,clean,clean
RIDE-76352,BIKE-4613,casual,North_Market,Downtown_Plaza,2026-03-08 21:18,2026-03-08 21:07,7.7,1.15,clean,clean,clean,clean
RIDE-76356,BIKE-3957,casual,Tech_District,East_Terminal,2026-02-25 21:18,2026-02-25 22:21,59.2,6.08,clean,clean,clean,clean
RIDE-76372,BIKE-1675,tourist,River_Park,East_Terminal,2025-08-08 21:18,2025-08-08 20:18,52.5,18.63,clean,clean,clean,clean
RIDE-76404,BIKE-2074,member,Tech_District,River_Park,2025-12-14 21:18,2025-12-14 22:59,111.5,18.13,clean,clean,clean,clean
RIDE-76428,BIKE-1941,member,River_Park,City_Hall,2025-09-25 21:18,2025-09-25 22:36,78.6,9.1,clean,clean,clean,clean
RIDE-76514,BIKE-2277,member,Tech_District,Tech_District,2025-10-16 21:18,2025-10-16 20:40,31.9,7.47,clean,clean,clean,clean
RIDE-76582,BIKE-4026,tourist,City_Hall,Tech_District,2025-11-13 21:18,2025-11-13 20:48,40.2,11.89,clean,clean,clean,clean
RIDE-76617,BIKE-1659,tourist,North_Market,City_Hall,2026-02-03 21:18,2026-02-03 21:49,28.5,3.38,clean,clean,clean,clean
RIDE-76659,BIKE-4835,casual,North_Market,South_Gardens,2026-05-13 21:18,2026-05-13 20:57,22.6,3.39,clean,clean,clean,clean
RIDE-76738,BIKE-3867,member,West_End,City_Hall,2026-05-04 21:18,2026-05-04 20:09,60.3,9.01,clean,clean,clean,clean
RIDE-76814,BIKE-2181,member,Downtown_Plaza,Tech_District,2026-02-28 21:18,2026-02-28 21:39,24.6,18.32,clean,clean,clean,clean
RIDE-76976,BIKE-1108,member,University,Central_Station,2025-12-16 21:18,2025-12-16 19:48,85.6,15.86,clean,clean,clean,clean
RIDE-77005,BIKE-1276,tourist,University,River_Park,2025-06-10 21:18,2025-06-10 20:27,57.4,9.3,clean,clean,clean,clean
RIDE-77010,BIKE-2530,casual,Central_Station,Central_Station,2026-03-12 21:18,2026-03-12 21:36,13.9,9.2,clean,clean,clean,clean
RIDE-77058,BIKE-1462,member,River_Park,West_End,2026-04-20 21:18,2026-04-20 21:11,10.9,6.27,clean,clean,clean,clean
RIDE-77126,BIKE-3862,casual,Central_Station,City_Hall,2025-08-25 21:18,2025-08-25 20:50,26.1,8.05,clean,clean,clean,clean
RIDE-77136,BIKE-3671,casual,City_Hall,Central_Station,2026-03-23 21:18,2026-03-23 23:05,100.6,13.32,clean,clean,clean,clean
RIDE-77192,BIKE-2606,casual,North_Market,East_Terminal,2025-10-30 21:18,2025-10-30 23:36,129.9,15.91,clean,clean,clean,clean
RIDE-77193,BIKE-1553,member,Tech_District,University,2025-12-11 21:18,2025-12-11 18:08,197.0,20.0,clean,clean,clean,clean
RIDE-77222,BIKE-1567,casual,Downtown_Plaza,City_Hall,2026-01-15 21:18,2026-01-15 21:29,20.2,13.01,clean,clean,clean,clean
RIDE-77242,BIKE-3042,casual,University,South_Gardens,2026-06-05 21:18,2026-06-05 21:48,20.9,4.24,clean,clean,clean,clean
RIDE-77243,BIKE-4766,member,Tech_District,West_End,2025-08-10 21:18,2025-08-10 22:08,45.8,12.86,clean,clean,clean,clean
RIDE-77285,BIKE-1508,member,City_Hall,University,2026-05-29 21:18,2026-05-29 18:20,186.0,18.99,clean,clean,clean,clean
RIDE-77292,BIKE-1653,member,North_Market,Tech_District,2026-01-25 21:18,2026-01-25 21:35,9.1,1.4,clean,clean,clean,clean
RIDE-77342,BIKE-3094,member,Central_Station,City_Hall,2026-02-20 21:18,2026-02-20 21:07,15.7,1.86,clean,clean,clean,clean
RIDE-77393,BIKE-3200,tourist,Downtown_Plaza,South_Gardens,2026-03-14 21:18,2026-03-14 19:23,109.0,13.43,clean,clean,clean,clean
RIDE-77395,BIKE-3557,member,University,City_Hall,2025-07-10 21:18,2025-07-10 22:31,72.3,8.2,clean,clean,clean,clean
RIDE-77451,BIKE-1547,member,South_Gardens,West_End,2025-09-04 21:18,2025-09-04 21:08,3.1,1.16,clean,clean,clean,clean
RIDE-77474,BIKE-3281,member,West_End,East_Terminal,2025-12-15 21:18,2025-12-15 20:55,32.8,4.81,clean,clean,clean,clean
RIDE-77507,BIKE-4786,casual,University,East_Terminal,2025-12-10 21:18,2025-12-10 20:53,15.2,14.01,clean,clean,clean,clean
RIDE-77521,BIKE-1028,casual,West_End,River_Park,2026-05-28 21:18,2026-05-28 21:23,9.1,4.5,clean,clean,clean,clean
RIDE-77535,BIKE-1723,casual,River_Park,South_Gardens,2025-07-11 21:18,2025-07-11 21:44,24.7,6.15,clean,clean,clean,clean
RIDE-77637,BIKE-3130,casual,West_End,West_End,2025-07-06 21:18,2025-07-06 22:22,71.7,19.22,clean,clean,clean,clean
RIDE-77705,BIKE-1163,member,University,North_Market,2025-07-31 21:18,2025-07-31 20:43,31.6,6.0,clean,clean,clean,clean
RIDE-77712,BIKE-3215,tourist,West_End,River_Park,2025-09-21 21:18,2025-09-21 22:13,57.8,19.23,clean,clean,clean,clean
RIDE-77745,BIKE-4660,tourist,River_Park,South_Gardens,2026-04-26 21:18,2026-04-26 21:20,3.2,2.31,clean,clean,clean,clean
RIDE-77862,BIKE-1282,tourist,Central_Station,Downtown_Plaza,2026-03-05 21:18,2026-03-05 20:08,72.9,13.24,clean,clean,clean,clean
RIDE-77937,BIKE-1930,member,East_Terminal,South_Gardens,2025-11-25 21:18,2025-11-25 21:35,19.5,15.11,clean,clean,clean,clean
RIDE-77962,BIKE-3313,casual,South_Gardens,Tech_District,2025-12-08 21:18,2025-12-08 21:33,23.2,13.84,clean,clean,clean,clean
RIDE-77964,BIKE-1148,tourist,North_Market,University,2026-02-21 21:18,2026-02-21 21:27,13.8,3.88,clean,clean,clean,clean
RIDE-78029,BIKE-3730,casual,South_Gardens,South_Gardens,2026-03-31 21:18,2026-03-31 22:27,72.5,11.82,clean,clean,clean,clean
RIDE-78074,BIKE-3081,member,North_Market,Downtown_Plaza,2025-08-13 21:18,2025-08-13 21:26,14.4,13.51,clean,clean,clean,clean
RIDE-78130,BIKE-3092,member,Tech_District,University,2026-05-21 21:18,2026-05-21 21:06,18.4,5.49,clean,clean,clean,clean
RIDE-78140,BIKE-4787,tourist,City_Hall,Downtown_Plaza,2025-08-06 21:18,2025-08-06 20:56,32.9,10.29,clean,clean,clean,clean
RIDE-78197,BIKE-4092,member,River_Park,West_End,2025-09-07 21:18,2025-09-07 19:43,91.9,15.2,clean,clean,clean,clean
RIDE-78273,BIKE-4950,tourist,South_Gardens,University,2026-04-20 21:18,2026-04-20 20:50,32.8,18.1,clean,clean,clean,clean
RIDE-78295,BIKE-1252,casual,University,Tech_District,2026-03-07 21:18,2026-03-07 22:07,54.2,14.28,clean,clean,clean,clean
RIDE-78321,BIKE-4772,member,Central_Station,West_End,2025-11-17 21:18,2025-11-17 23:41,137.8,14.18,clean,clean,clean,clean
RIDE-78463,BIKE-4715,member,University,North_Market,2026-03-29 21:18,2026-03-29 22:16,67.9,16.06,clean,clean,clean,clean
RIDE-78502,BIKE-4072,casual,Tech_District,Tech_District,2025-12-05 21:18,2025-12-05 20:46,36.7,10.88,clean,clean,clean,clean
RIDE-78536,BIKE-3148,casual,City_Hall,City_Hall,2025-12-05 21:18,2025-12-05 21:54,27.1,6.15,clean,clean,clean,clean
RIDE-78569,BIKE-1910,casual,North_Market,University,2026-03-19 21:18,2026-03-19 23:42,139.2,15.11,clean,clean,clean,clean
RIDE-78597,BIKE-3826,casual,Central_Station,East_Terminal,2025-11-21 21:18,2025-11-21 21:13,6.3,1.33,clean,clean,clean,clean
RIDE-78600,BIKE-2086,casual,Downtown_Plaza,West_End,2026-05-31 21:18,2026-05-31 21:23,14.6,4.62,clean,clean,clean,clean
RIDE-78670,BIKE-4923,tourist,Central_Station,River_Park,2026-05-10 21:18,2026-05-10 21:38,22.3,12.6,clean,clean,clean,clean
RIDE-78709,BIKE-2603,tourist,Downtown_Plaza,River_Park,2026-05-26 21:18,2026-05-26 21:26,10.1,5.46,clean,clean,clean,clean
RIDE-78752,BIKE-1951,tourist,City_Hall,South_Gardens,2025-06-14 21:18,2025-06-14 21:34,12.4,3.7,clean,clean,clean,clean
RIDE-78827,BIKE-2702,tourist,Central_Station,University,2025-12-23 21:18,2025-12-23 22:19,71.5,17.24,clean,clean,clean,clean
RIDE-78863,BIKE-3071,tourist,River_Park,Downtown_Plaza,2025-11-23 21:18,2025-11-23 22:15,59.3,12.68,clean,clean,clean,clean
RIDE-78871,BIKE-2249,casual,City_Hall,River_Park,2026-04-29 21:18,2026-04-29 22:47,80.9,12.53,clean,clean,clean,clean
RIDE-78880,BIKE-4654,casual,South_Gardens,Downtown_Plaza,2025-09-13 21:18,2025-09-13 23:37,148.8,19.35,clean,clean,clean,clean
RIDE-78923,BIKE-2594,casual,North_Market,Tech_District,2025-07-17 21:18,2025-07-17 21:59,39.6,4.94,clean,clean,clean,clean
RIDE-78944,BIKE-1894,casual,Downtown_Plaza,River_Park,2026-03-28 21:18,2026-03-28 20:59,17.6,16.08,clean,clean,clean,clean
RIDE-78990,BIKE-4729,member,University,West_End,2026-04-28 21:18,2026-04-28 23:54,159.7,16.07,clean,clean,clean,clean
RIDE-79043,BIKE-1562,casual,East_Terminal,West_End,2025-10-27 21:18,2025-10-27 20:25,43.9,13.61,clean,clean,clean,clean
RIDE-79082,BIKE-3802,casual,Tech_District,Central_Station,2025-12-16 21:18,2025-12-16 20:51,28.7,6.32,clean,clean,clean,clean
RIDE-79099,BIKE-3242,casual,Tech_District,East_Terminal,2026-02-18 21:18,2026-02-18 20:28,46.7,5.65,clean,clean,clean,clean
RIDE-79122,BIKE-1000,member,Downtown_Plaza,Tech_District,2025-12-14 21:18,2025-12-14 21:26,1.4,0.16,clean,clean,clean,clean
RIDE-79181,BIKE-3875,casual,West_End,River_Park,2025-08-08 21:18,2025-08-08 22:28,75.9,9.57,clean,clean,clean,clean
RIDE-79205,BIKE-2306,casual,River_Park,East_Terminal,2025-11-28 21:18,2025-11-28 21:30,19.0,5.98,clean,clean,clean,clean
RIDE-79228,BIKE-4956,casual,East_Terminal,Central_Station,2025-11-13 21:18,2025-11-13 21:19,7.5,1.21,clean,clean,clean,clean
RIDE-79257,BIKE-3273,tourist,River_Park,East_Terminal,2025-06-28 21:18,2025-06-28 20:57,31.1,8.0,clean,clean,clean,clean
RIDE-79266,BIKE-1262,tourist,Tech_District,City_Hall,2025-12-06 21:18,2025-12-06 23:13,106.6,11.46,clean,clean,clean,clean
RIDE-79292,BIKE-3508,tourist,Tech_District,Central_Station,2026-04-28 21:18,2026-04-28 21:29,11.1,8.17,clean,clean,clean,clean
RIDE-79303,BIKE-1046,member,West_End,South_Gardens,2026-03-15 21:18,2026-03-15 20:35,37.6,16.98,clean,clean,clean,clean
RIDE-79304,BIKE-3105,tourist,South_Gardens,City_Hall,2026-03-16 21:18,2026-03-16 20:13,63.0,8.88,clean,clean,clean,clean
RIDE-79384,BIKE-4772,tourist,Central_Station,Central_Station,2026-03-30 21:18,2026-03-30 20:47,30.9,8.24,clean,clean,clean,clean
RIDE-79399,BIKE-4231,casual,University,East_Terminal,2026-01-24 21:18,2026-01-24 22:09,47.0,6.17,clean,clean,clean,clean
RIDE-79415,BIKE-1355,casual,River_Park,South_Gardens,2025-09-27 21:18,2025-09-27 19:06,139.2,14.17,clean,clean,clean,clean
RIDE-79513,BIKE-1954,member,Downtown_Plaza,South_Gardens,2026-01-26 21:18,2026-01-26 18:37,155.3,15.58,clean,clean,clean,clean
RIDE-79613,BIKE-1974,tourist,River_Park,South_Gardens,2026-03-05 21:18,2026-03-05 21:12,11.4,9.06,clean,clean,clean,clean
RIDE-79675,BIKE-3084,casual,South_Gardens,West_End,2026-01-26 21:18,2026-01-26 20:47,24.4,13.26,clean,clean,clean,clean
RIDE-79683,BIKE-4210,casual,University,University,2025-11-24 21:18,2025-11-24 21:19,5.0,0.55,clean,clean,clean,clean
RIDE-79780,BIKE-3451,member,East_Terminal,River_Park,2026-02-14 21:18,2026-02-14 20:24,50.6,12.52,clean,clean,clean,clean
RIDE-79919,BIKE-2468,tourist,Downtown_Plaza,City_Hall,2025-10-12 21:18,2025-10-12 19:16,119.2,19.72,clean,clean,clean,clean
RIDE-79995,BIKE-1985,casual,North_Market,Central_Station,2025-07-04 21:18,2025-07-04 20:47,24.9,3.93,clean,clean,clean,clean
RIDE-79997,BIKE-2889,tourist,Downtown_Plaza,South_Gardens,2025-12-07 21:18,2025-12-07 18:42,159.1,19.95,clean,clean,clean,clean
RIDE-80016,BIKE-2551,member,Tech_District,Central_Station,2025-06-13 21:18,2025-06-13 19:36,93.9,14.25,clean,clean,clean,clean
RIDE-80153,BIKE-4363,casual,North_Market,River_Park,2026-02-14 21:18,2026-02-14 19:49,99.2,15.75,clean,clean,clean,clean
